title,text,subject,date
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,08-06-2024
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,22-12-2015
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,26-07-2017
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,23-12-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,30-06-2008
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,11-08-2010
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,07-01-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,21-06-2008
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,31-07-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,06-07-2018
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,28-10-2010
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,27-05-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,14-11-2022
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,25-01-2000
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,15-10-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,14-11-2023
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,24-10-2012
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,22-07-2013
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,15-03-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,25-06-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,16-05-2005
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-04-2018
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,30-09-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,09-01-2014
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,21-03-2010
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,08-08-2019
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,21-05-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,10-08-2014
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,15-12-2004
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,22-05-2008
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,10-07-2010
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,10-03-2015
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,08-09-2006
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,02-04-2018
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,05-07-2017
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,14-01-2000
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,21-12-2021
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-11-2009
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,20-09-2012
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,10-02-2019
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,20-07-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,12-09-2002
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,20-06-2023
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,02-04-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,18-10-2002
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,13-05-2008
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,16-05-2009
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,14-08-2024
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,26-11-2008
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,08-12-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,28-01-2024
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,07-08-2006
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,13-12-2003
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,15-07-2000
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,05-04-2014
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,26-11-2011
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,28-05-2003
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,14-12-2003
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,06-08-2024
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,20-11-2017
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,08-08-2004
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,26-05-2024
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-03-2013
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,24-10-2020
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,24-07-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,28-10-2017
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,19-07-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,09-07-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,23-07-2002
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,27-03-2011
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,04-05-2004
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,15-06-2008
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,14-06-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-06-2003
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,05-08-2000
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,24-08-2021
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-07-2011
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,27-11-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,22-09-2017
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,24-01-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,25-09-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,25-08-2000
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,18-11-2015
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,28-07-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,31-10-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,26-03-2015
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,22-06-2018
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,28-08-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,03-09-2013
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,02-01-2005
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,25-06-2006
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,07-03-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,11-05-2017
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,30-06-2000
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-03-2008
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,01-06-2011
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,20-01-2010
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,23-07-2008
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,03-05-2015
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,09-05-2001
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,19-02-2001
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,11-10-2009
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,14-12-2012
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,23-03-2003
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,14-04-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,31-12-2004
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,06-06-2008
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,06-08-2010
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,11-10-2004
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,20-07-2008
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,08-07-2020
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,08-05-2005
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,21-02-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-01-2011
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,10-08-2010
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,24-03-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,25-12-2007
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,16-03-2023
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,21-02-2011
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,08-03-2022
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,15-08-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,14-09-2004
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,05-02-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,11-08-2017
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,11-08-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,30-11-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,21-02-2015
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,15-06-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,12-06-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,28-11-2022
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,28-11-2015
